timestamp,image_source,car_index,car_colour,confidence,x1,y1,x2,y2,annotated_path

2026-04-11 20:14:57,img1.jpg,1,grey,0.85,0,20,39,96,N/A,N/A,annotated_images/img1_detected.jpg
2026-04-11 20:14:57,img1.jpg,2,red,0.80,147,19,199,127,N/A,N/A,annotated_images/img1_detected.jpg
2026-04-11 20:14:57,img1.jpg,3,red,0.75,21,13,178,136,N/A,N/A,annotated_images/img1_detected.jpg
2026-04-11 20:14:58,img2.jpg,1,grey,0.61,32,38,418,304,N/A,N/A,annotated_images/img2_detected.jpg
2026-04-11 20:14:58,img4.jpg,1,grey,0.42,9,2,301,331,N/A,N/A,annotated_images/img4_detected.jpg
2026-04-11 20:14:58,img5.jpg,1,black,0.66,19,77,1105,750,N/A,N/A,annotated_images/img5_detected.jpg
2026-04-11 20:14:58,img6.jpg,1,grey,0.90,786,251,1204,519,N/A,N/A,annotated_images/img6_detected.jpg
2026-04-11 20:14:58,img6.jpg,2,grey,0.85,1537,287,1816,573,N/A,N/A,annotated_images/img6_detected.jpg
2026-04-11 20:14:58,img6.jpg,3,black,0.85,1157,240,1515,538,N/A,N/A,annotated_images/img6_detected.jpg
2026-04-11 20:14:58,img6.jpg,4,grey,0.66,1423,205,1586,355,N/A,N/A,annotated_images/img6_detected.jpg
2026-04-11 20:14:58,img6.jpg,5,orange,0.63,270,278,651,493,N/A,N/A,annotated_images/img6_detected.jpg
2026-04-11 20:14:58,img6.jpg,6,grey,0.59,1143,170,1407,333,N/A,N/A,annotated_images/img6_detected.jpg
2026-04-11 20:15:31,img1.jpg,1,grey,0.85,0,20,39,96,N/A,N/A,annotated_images/img1_detected.jpg
2026-04-11 20:15:31,img1.jpg,2,red,0.80,147,19,199,127,N/A,N/A,annotated_images/img1_detected.jpg
2026-04-11 20:15:31,img1.jpg,3,red,0.75,21,13,178,136,N/A,N/A,annotated_images/img1_detected.jpg
2026-04-11 20:15:31,img2.jpg,1,grey,0.61,32,38,418,304,N/A,N/A,annotated_images/img2_detected.jpg
2026-04-11 20:15:31,img4.jpg,1,grey,0.42,9,2,301,331,N/A,N/A,annotated_images/img4_detected.jpg
2026-04-11 20:15:31,img5.jpg,1,black,0.66,19,77,1105,750,N/A,N/A,annotated_images/img5_detected.jpg
2026-04-11 20:15:31,img6.jpg,1,grey,0.90,786,251,1204,519,N/A,N/A,annotated_images/img6_detected.jpg
2026-04-11 20:15:31,img6.jpg,2,grey,0.85,1537,287,1816,573,N/A,N/A,annotated_images/img6_detected.jpg
2026-04-11 20:15:31,img6.jpg,3,black,0.85,1157,240,1515,538,N/A,N/A,annotated_images/img6_detected.jpg
2026-04-11 20:15:31,img6.jpg,4,grey,0.66,1423,205,1586,355,N/A,N/A,annotated_images/img6_detected.jpg
2026-04-11 20:15:31,img6.jpg,5,orange,0.63,270,278,651,493,N/A,N/A,annotated_images/img6_detected.jpg
2026-04-11 20:15:31,img6.jpg,6,grey,0.59,1143,170,1407,333,N/A,N/A,annotated_images/img6_detected.jpg
2026-04-11 20:26:30,img5.jpg,1,black,0.66,19,77,1105,750,annotated_images/img5_detected.jpg
2026-04-11 20:26:30,img4.jpg,1,grey,0.42,9,2,301,331,annotated_images/img4_detected.jpg
2026-04-11 20:26:30,img6.jpg,1,grey,0.90,786,251,1204,519,annotated_images/img6_detected.jpg
2026-04-11 20:26:30,img6.jpg,2,grey,0.85,1537,287,1816,573,annotated_images/img6_detected.jpg
2026-04-11 20:26:30,img6.jpg,3,black,0.85,1157,240,1515,538,annotated_images/img6_detected.jpg
2026-04-11 20:26:30,img6.jpg,4,grey,0.66,1423,205,1586,355,annotated_images/img6_detected.jpg
2026-04-11 20:26:30,img6.jpg,5,orange,0.63,270,278,651,493,annotated_images/img6_detected.jpg
2026-04-11 20:26:30,img6.jpg,6,grey,0.59,1143,170,1407,333,annotated_images/img6_detected.jpg
2026-04-11 20:26:30,img2.jpg,1,grey,0.61,32,38,418,304,annotated_images/img2_detected.jpg
2026-04-11 20:26:30,img1.jpg,1,grey,0.85,0,20,39,96,annotated_images/img1_detected.jpg
2026-04-11 20:26:30,img1.jpg,2,red,0.80,147,19,199,127,annotated_images/img1_detected.jpg
2026-04-11 20:26:30,img1.jpg,3,red,0.75,21,13,178,136,annotated_images/img1_detected.jpg
2026-04-11 20:26:40,img5.jpg,1,black,0.66,19,77,1105,750,annotated_images/img5_detected.jpg
2026-04-11 20:26:40,img4.jpg,1,grey,0.42,9,2,301,331,annotated_images/img4_detected.jpg
2026-04-11 20:26:40,img6.jpg,1,grey,0.90,786,251,1204,519,annotated_images/img6_detected.jpg
2026-04-11 20:26:40,img6.jpg,2,grey,0.85,1537,287,1816,573,annotated_images/img6_detected.jpg
2026-04-11 20:26:40,img6.jpg,3,black,0.85,1157,240,1515,538,annotated_images/img6_detected.jpg
2026-04-11 20:26:40,img6.jpg,4,grey,0.66,1423,205,1586,355,annotated_images/img6_detected.jpg
2026-04-11 20:26:40,img6.jpg,5,orange,0.63,270,278,651,493,annotated_images/img6_detected.jpg
2026-04-11 20:26:40,img6.jpg,6,grey,0.59,1143,170,1407,333,annotated_images/img6_detected.jpg
2026-04-11 20:26:40,img2.jpg,1,grey,0.61,32,38,418,304,annotated_images/img2_detected.jpg
2026-04-11 20:26:40,img1.jpg,1,grey,0.85,0,20,39,96,annotated_images/img1_detected.jpg
2026-04-11 20:26:40,img1.jpg,2,red,0.80,147,19,199,127,annotated_images/img1_detected.jpg
